CO(GT),NMHC(GT),C6H6(GT),NOx(GT),NO2(GT),PT08.S1(CO),PT08.S2(NMHC),PT08.S3(NOx),PT08.S4(NO2),PT08.S5(O3),T,RH,AH,Combined_Pollutant,AQI_Category
0.7,-200.0,5.5,144.0,73.0,933.0,786.0,1018.0,1306.0,858.0,22.3,43.8,1.1631,73.7,Hazardous
1.0,-200.0,6.9,98.0,39.0,1014.0,853.0,843.0,1499.0,1084.0,26.0,46.4,1.5375,40.0,Very Unhealthy
0.8,-200.0,5.6,144.0,68.0,956.0,794.0,896.0,1456.0,1007.0,24.7,49.2,1.5116,68.8,Hazardous
0.7,-200.0,3.9,110.0,51.0,891.0,708.0,1005.0,1382.0,823.0,24.8,49.0,1.5092,51.7,Hazardous
1.9,-200.0,9.2,219.0,93.0,1074.0,946.0,767.0,1635.0,1079.0,23.1,62.8,1.7562,94.9,Hazardous
1.8,-200.0,10.3,203.0,74.0,1127.0,989.0,752.0,1724.0,1096.0,22.1,67.3,1.7671,75.8,Hazardous
1.5,-200.0,8.6,165.0,69.0,1040.0,923.0,769.0,1640.0,1049.0,22.1,66.5,1.7441,70.5,Hazardous
0.8,-200.0,4.8,103.0,55.0,911.0,753.0,934.0,1496.0,865.0,21.9,67.1,1.7394,55.8,Hazardous
0.5,-200.0,2.6,74.0,49.0,853.0,623.0,1107.0,1421.0,768.0,21.7,67.4,1.7262,49.5,Hazardous
0.6,-200.0,4.5,72.0,42.0,897.0,738.0,936.0,1471.0,843.0,19.1,76.0,1.6668,42.6,Hazardous
0.9,-200.0,6.6,180.0,50.0,976.0,840.0,844.0,1562.0,964.0,19.4,75.4,1.6802,50.9,Hazardous
1.4,-200.0,10.1,239.0,53.0,1066.0,982.0,740.0,1699.0,1065.0,19.7,74.4,1.6829,54.4,Hazardous
4.2,-200.0,23.4,664.0,86.0,1435.0,1387.0,544.0,2140.0,1467.0,19.9,74.3,1.7083,90.2,Hazardous
4.1,-200.0,25.0,525.0,81.0,1420.0,1430.0,512.0,2194.0,1510.0,20.4,72.8,1.7198,85.1,Hazardous
3.6,-200.0,21.6,543.0,96.0,1365.0,1341.0,549.0,2033.0,1518.0,21.6,67.7,1.7254,99.6,Hazardous
2.5,-200.0,13.0,390.0,96.0,1171.0,1083.0,695.0,1758.0,1276.0,22.9,59.1,1.633,98.5,Hazardous
1.3,-200.0,6.8,217.0,79.0,982.0,850.0,888.0,1505.0,873.0,18.7,73.1,1.5608,80.3,Hazardous
1.7,-200.0,10.0,248.0,95.0,1021.0,979.0,798.0,1580.0,958.0,21.1,58.3,1.4444,96.7,Hazardous
2.0,-200.0,9.4,214.0,94.0,997.0,955.0,845.0,1528.0,926.0,21.2,55.2,1.3699,96.0,Hazardous
0.8,-200.0,6.1,178.0,72.0,834.0,817.0,1022.0,1408.0,774.0,21.4,52.1,1.3125,72.8,Hazardous
0.5,-200.0,3.2,55.0,40.0,796.0,667.0,1162.0,1295.0,558.0,20.6,56.6,1.3583,40.5,Hazardous
0.3,-200.0,1.2,32.0,23.0,752.0,521.0,1451.0,1247.0,471.0,19.7,61.9,1.4017,23.3,Very Unhealthy
0.3,-200.0,1.3,35.0,24.0,755.0,528.0,1472.0,1234.0,471.0,19.6,59.1,1.3346,24.3,Very Unhealthy
0.5,-200.0,2.2,84.0,41.0,800.0,598.0,1336.0,1278.0,529.0,19.8,56.7,1.2941,41.5,Hazardous
2.2,-200.0,9.7,342.0,91.0,1036.0,965.0,854.0,1544.0,987.0,19.7,57.8,1.3112,93.2,Hazardous
1.4,-200.0,6.7,239.0,81.0,926.0,845.0,979.0,1398.0,851.0,20.2,53.1,1.2442,82.4,Hazardous
1.6,-200.0,7.6,337.0,95.0,961.0,881.0,932.0,1417.0,901.0,22.0,47.0,1.2259,96.6,Hazardous
1.6,-200.0,9.0,209.0,89.0,962.0,940.0,889.0,1441.0,855.0,22.8,41.8,1.1417,90.6,Hazardous
2.1,-200.0,10.7,257.0,88.0,1004.0,1004.0,832.0,1490.0,911.0,23.4,40.4,1.15,90.1,Hazardous
1.1,-200.0,6.3,169.0,81.0,893.0,828.0,988.0,1357.0,672.0,23.2,42.8,1.2017,82.1,Hazardous
1.6,-200.0,9.4,216.0,82.0,990.0,956.0,872.0,1476.0,826.0,23.6,43.2,1.2433,83.6,Hazardous
1.2,-200.0,5.5,168.0,90.0,908.0,790.0,1046.0,1317.0,717.0,22.2,42.7,1.1237,91.2,Hazardous
1.3,-200.0,6.3,173.0,94.0,927.0,826.0,1021.0,1331.0,734.0,22.1,42.8,1.1265,95.3,Hazardous
1.4,-200.0,6.7,186.0,96.0,936.0,844.0,978.0,1365.0,776.0,22.1,43.5,1.1443,97.4,Hazardous
0.9,-200.0,3.7,112.0,70.0,847.0,694.0,1153.0,1240.0,594.0,21.5,45.6,1.1528,70.9,Hazardous
0.7,-200.0,3.2,79.0,57.0,812.0,664.0,1212.0,1215.0,518.0,21.1,44.5,1.098,57.7,Hazardous
0.5,-200.0,2.3,58.0,42.0,775.0,609.0,1319.0,1190.0,468.0,20.2,46.7,1.0899,42.5,Hazardous
0.8,-200.0,3.6,122.0,71.0,835.0,690.0,1183.0,1257.0,621.0,20.1,47.8,1.1144,71.8,Hazardous
1.2,-200.0,6.4,173.0,82.0,913.0,830.0,980.0,1371.0,757.0,20.0,50.7,1.1724,83.2,Hazardous
1.1,-200.0,5.0,176.0,81.0,903.0,765.0,1035.0,1317.0,712.0,20.7,49.7,1.197,82.1,Hazardous
1.6,-200.0,7.9,233.0,89.0,982.0,895.0,892.0,1413.0,859.0,24.3,39.5,1.1842,90.6,Hazardous
1.4,-200.0,6.6,210.0,83.0,925.0,838.0,949.0,1324.0,728.0,25.4,34.8,1.1119,84.4,Hazardous
1.2,-200.0,5.2,178.0,82.0,895.0,776.0,1024.0,1274.0,640.0,26.6,30.7,1.0501,83.2,Hazardous
1.4,-200.0,6.6,189.0,78.0,930.0,838.0,957.0,1319.0,680.0,27.7,28.1,1.0272,79.4,Hazardous
1.6,-200.0,7.6,210.0,79.0,953.0,881.0,926.0,1339.0,704.0,27.6,28.7,1.0406,80.6,Hazardous
1.1,-200.0,5.0,162.0,78.0,885.0,765.0,1017.0,1268.0,619.0,27.6,29.2,1.0594,79.1,Hazardous
1.1,-200.0,5.3,137.0,73.0,903.0,779.0,1010.0,1278.0,583.0,28.1,28.6,1.0715,74.1,Hazardous
1.3,-200.0,5.3,165.0,73.0,927.0,781.0,994.0,1267.0,594.0,29.1,26.8,1.0648,74.3,Hazardous
1.4,-200.0,7.1,149.0,81.0,973.0,862.0,850.0,1436.0,957.0,20.6,53.2,1.2742,82.4,Hazardous
1.2,-200.0,6.2,112.0,64.0,940.0,823.0,891.0,1415.0,853.0,19.6,56.6,1.2797,65.2,Hazardous
0.9,-200.0,3.8,90.0,54.0,830.0,699.0,1012.0,1339.0,736.0,18.8,59.5,1.2758,54.9,Hazardous
0.5,-200.0,2.3,46.0,35.0,773.0,609.0,1169.0,1256.0,590.0,19.3,57.0,1.2603,35.5,Very Unhealthy
0.6,-200.0,2.9,76.0,44.0,811.0,644.0,1144.0,1289.0,655.0,18.2,60.8,1.2567,44.6,Hazardous
1.0,-200.0,4.8,139.0,62.0,901.0,754.0,936.0,1351.0,854.0,16.8,66.8,1.2721,63.0,Hazardous
1.3,-200.0,7.7,179.0,68.0,969.0,886.0,863.0,1451.0,953.0,18.6,60.0,1.2757,69.3,Hazardous
1.7,-200.0,8.8,224.0,85.0,1027.0,933.0,806.0,1465.0,1050.0,22.2,48.0,1.2678,86.7,Hazardous
2.0,-200.0,10.8,137.0,87.0,1021.0,1009.0,771.0,1545.0,769.0,29.8,28.5,1.1809,89.0,Hazardous
1.2,-200.0,5.1,119.0,70.0,925.0,768.0,987.0,1289.0,541.0,31.1,26.1,1.163,71.2,Hazardous
1.1,-200.0,5.7,100.0,79.0,980.0,800.0,863.0,1407.0,903.0,22.7,53.8,1.4666,80.1,Hazardous
0.8,-200.0,4.0,71.0,57.0,882.0,713.0,978.0,1343.0,731.0,22.8,53.0,1.4577,57.8,Hazardous
0.7,-200.0,3.0,52.0,43.0,851.0,655.0,1051.0,1301.0,625.0,21.4,57.6,1.4469,43.7,Hazardous
0.5,-200.0,2.2,57.0,50.0,804.0,601.0,1122.0,1281.0,646.0,19.5,63.5,1.4269,50.5,Hazardous
0.5,-200.0,2.7,69.0,47.0,823.0,631.0,1090.0,1304.0,671.0,20.2,60.8,1.4243,47.5,Hazardous
0.9,-200.0,4.7,126.0,60.0,903.0,748.0,937.0,1373.0,801.0,19.4,63.5,1.4139,60.9,Hazardous
3.5,-200.0,21.7,376.0,91.0,1310.0,1344.0,573.0,2026.0,1353.0,18.7,65.6,1.4039,94.5,Hazardous
1.4,-200.0,7.7,146.0,94.0,986.0,885.0,835.0,1407.0,931.0,23.0,43.0,1.1897,95.4,Hazardous
0.8,-200.0,4.4,77.0,62.0,908.0,732.0,966.0,1311.0,722.0,23.5,44.7,1.2755,62.8,Hazardous
0.8,-200.0,4.1,82.0,68.0,891.0,714.0,957.0,1295.0,773.0,22.3,47.7,1.2643,68.8,Hazardous
0.6,-200.0,3.1,55.0,50.0,843.0,656.0,1042.0,1271.0,665.0,22.1,49.8,1.3094,50.6,Hazardous
0.4,-200.0,2.1,42.0,36.0,814.0,589.0,1119.0,1246.0,565.0,20.8,55.9,1.3581,36.4,Very Unhealthy
0.6,-200.0,3.3,102.0,53.0,869.0,673.0,1033.0,1307.0,688.0,18.8,63.0,1.3582,53.6,Hazardous
1.4,-200.0,8.1,231.0,79.0,1013.0,905.0,804.0,1499.0,974.0,18.3,65.5,1.3686,80.4,Hazardous
1.5,-200.0,8.1,145.0,92.0,1040.0,903.0,782.0,1494.0,951.0,23.0,55.8,1.548,93.5,Hazardous
1.3,-200.0,7.7,112.0,77.0,1018.0,885.0,809.0,1491.0,864.0,22.1,58.4,1.5393,78.3,Hazardous
1.1,-200.0,5.9,99.0,74.0,962.0,808.0,866.0,1430.0,868.0,22.6,56.3,1.5233,75.1,Hazardous
1.0,-200.0,5.1,98.0,74.0,930.0,768.0,916.0,1409.0,825.0,21.0,61.3,1.5031,75.0,Hazardous
0.6,-200.0,2.4,54.0,47.0,812.0,613.0,1133.0,1302.0,626.0,23.0,54.0,1.501,47.6,Hazardous
0.6,-200.0,3.8,59.0,44.0,878.0,702.0,949.0,1373.0,822.0,18.3,70.8,1.4794,44.6,Hazardous
0.8,-200.0,5.0,162.0,69.0,922.0,764.0,892.0,1415.0,905.0,18.1,72.5,1.4876,69.8,Hazardous
1.5,-200.0,9.7,268.0,79.0,1047.0,965.0,737.0,1606.0,1075.0,18.3,71.0,1.4807,80.5,Hazardous
1.8,-200.0,9.6,163.0,93.0,1077.0,964.0,749.0,1571.0,923.0,22.9,62.0,1.7127,94.8,Hazardous
1.6,-200.0,8.0,152.0,87.0,1037.0,898.0,793.0,1539.0,836.0,22.2,64.9,1.719,88.6,Hazardous
1.4,-200.0,6.9,104.0,71.0,1002.0,854.0,818.0,1513.0,779.0,21.4,68.5,1.7261,72.4,Hazardous
0.8,-200.0,3.7,61.0,49.0,865.0,694.0,989.0,1385.0,678.0,22.2,63.0,1.6673,49.8,Hazardous
0.5,-200.0,2.5,84.0,58.0,847.0,620.0,1085.0,1339.0,670.0,22.9,57.5,1.5879,58.5,Hazardous
0.9,-200.0,6.3,132.0,66.0,961.0,828.0,892.0,1491.0,837.0,21.3,63.2,1.5794,66.9,Hazardous
1.7,-200.0,8.9,179.0,94.0,1071.0,934.0,763.0,1504.0,942.0,22.5,53.7,1.4486,95.7,Hazardous
1.0,-200.0,6.5,97.0,64.0,969.0,835.0,859.0,1437.0,773.0,22.7,53.7,1.458,65.0,Hazardous
0.9,-200.0,5.3,83.0,59.0,942.0,780.0,915.0,1419.0,737.0,21.5,57.9,1.4658,59.9,Hazardous
0.7,-200.0,4.6,80.0,64.0,923.0,744.0,908.0,1394.0,815.0,22.3,55.8,1.4828,64.7,Hazardous
0.4,-200.0,2.5,66.0,52.0,851.0,618.0,1099.0,1351.0,642.0,21.1,59.9,1.4789,52.4,Hazardous
0.5,-200.0,2.8,109.0,55.0,868.0,639.0,1093.0,1367.0,610.0,20.4,63.0,1.4946,55.5,Hazardous
1.3,-200.0,8.4,232.0,83.0,1062.0,915.0,792.0,1579.0,929.0,20.8,62.2,1.5119,84.3,Hazardous
2.7,-200.0,14.5,282.0,96.0,1222.0,1133.0,624.0,1698.0,1195.0,24.9,49.2,1.5251,98.7,Hazardous
0.7,-200.0,2.2,93.0,57.0,795.0,596.0,1227.0,1188.0,482.0,14.0,75.4,1.1988,57.7,Hazardous
0.6,-200.0,2.0,99.0,60.0,787.0,584.0,1317.0,1129.0,446.0,14.9,60.5,1.0213,60.6,Hazardous
1.2,-200.0,3.8,55.0,22.0,839.0,701.0,1128.0,1156.0,553.0,15.5,50.9,0.888,23.2,Very Unhealthy
1.2,-200.0,3.9,19.0,2.0,835.0,705.0,1117.0,1161.0,592.0,15.6,50.0,0.8773,3.2,Good
1.1,-200.0,3.7,26.0,7.0,837.0,693.0,1096.0,1178.0,584.0,15.4,53.6,0.9326,8.1,Moderate
0.6,-200.0,1.7,26.0,8.0,761.0,563.0,1316.0,1106.0,451.0,15.4,53.9,0.9334,8.6,Moderate
0.3,-200.0,1.0,42.0,27.0,724.0,495.0,1531.0,1071.0,391.0,15.3,53.1,0.9181,27.3,Very Unhealthy
0.3,-200.0,0.9,32.0,14.0,718.0,486.0,1531.0,1072.0,398.0,15.4,53.7,0.9295,14.3,Unhealthy
0.4,-200.0,1.3,25.0,3.0,744.0,525.0,1434.0,1097.0,430.0,15.5,53.3,0.9308,3.4,Good
0.6,-200.0,2.1,28.0,9.0,782.0,591.0,1287.0,1130.0,461.0,15.4,52.7,0.9178,9.6,Moderate
0.7,-200.0,2.5,41.0,14.0,798.0,619.0,1204.0,1138.0,500.0,15.7,51.1,0.9056,14.7,Unhealthy
1.0,-200.0,4.6,130.0,52.0,867.0,744.0,1067.0,1207.0,594.0,16.9,47.7,0.9142,53.0,Hazardous
1.1,-200.0,4.3,173.0,64.0,862.0,729.0,1103.0,1171.0,603.0,18.2,41.9,0.8674,65.1,Hazardous
1.5,-200.0,6.5,168.0,66.0,915.0,834.0,1006.0,1243.0,686.0,19.1,37.0,0.8104,67.5,Hazardous
1.4,-200.0,6.0,51.0,14.0,857.0,813.0,1040.0,1183.0,622.0,19.3,34.8,0.771,15.4,Unhealthy
1.4,-200.0,6.0,31.0,9.0,837.0,812.0,1065.0,1171.0,624.0,19.8,31.2,0.7127,10.4,Unhealthy
1.0,-200.0,4.5,41.0,12.0,805.0,740.0,1161.0,1117.0,565.0,19.8,31.1,0.7104,13.0,Unhealthy
0.9,-200.0,3.9,41.0,14.0,781.0,705.0,1203.0,1068.0,514.0,20.2,28.6,0.6717,14.9,Unhealthy
1.1,-200.0,4.6,54.0,21.0,815.0,743.0,1183.0,1095.0,536.0,22.1,24.8,0.6514,22.1,Very Unhealthy
1.3,-200.0,6.7,112.0,43.0,877.0,844.0,1048.0,1193.0,669.0,21.1,27.7,0.6853,44.3,Hazardous
1.8,-200.0,8.9,178.0,62.0,926.0,935.0,931.0,1262.0,786.0,20.1,30.3,0.7045,63.8,Hazardous
2.4,-200.0,9.8,218.0,68.0,987.0,971.0,876.0,1312.0,891.0,19.5,33.0,0.7384,70.4,Hazardous
2.7,-200.0,10.8,241.0,81.0,1004.0,1007.0,848.0,1321.0,926.0,19.3,32.3,0.7163,83.7,Hazardous
1.7,-200.0,7.4,223.0,88.0,897.0,875.0,937.0,1227.0,902.0,18.4,33.2,0.6975,89.7,Hazardous
2.4,-200.0,10.9,330.0,97.0,1067.0,1013.0,794.0,1350.0,1133.0,17.0,43.0,0.8242,99.4,Hazardous
1.4,-200.0,7.8,205.0,90.0,915.0,893.0,872.0,1287.0,953.0,15.6,51.9,0.9135,91.4,Hazardous
0.9,-200.0,4.5,102.0,55.0,816.0,739.0,999.0,1188.0,793.0,12.5,63.2,0.9146,55.9,Hazardous
0.6,-200.0,3.3,79.0,46.0,768.0,671.0,1128.0,1153.0,700.0,13.6,57.6,0.8941,46.6,Hazardous
1.0,-200.0,5.4,148.0,56.0,835.0,785.0,989.0,1224.0,780.0,12.2,63.2,0.8964,57.0,Hazardous
1.6,-200.0,8.2,261.0,83.0,944.0,908.0,865.0,1321.0,931.0,14.6,56.4,0.9319,84.6,Hazardous
0.9,-200.0,3.0,107.0,55.0,810.0,651.0,1170.0,1117.0,575.0,19.8,38.6,0.8831,55.9,Hazardous
0.9,-200.0,3.0,103.0,47.0,819.0,655.0,1222.0,1104.0,507.0,21.6,33.4,0.8519,47.9,Hazardous
1.0,-200.0,3.5,122.0,61.0,844.0,680.0,1147.0,1129.0,518.0,22.0,32.2,0.8407,62.0,Hazardous
1.0,-200.0,3.6,127.0,58.0,846.0,688.0,1127.0,1138.0,518.0,22.7,30.2,0.8217,59.0,Hazardous
0.9,-200.0,4.0,110.0,59.0,842.0,711.0,1077.0,1160.0,516.0,22.3,30.4,0.8063,59.9,Hazardous
0.9,-200.0,4.2,98.0,54.0,840.0,722.0,1048.0,1169.0,507.0,22.1,30.5,0.7981,54.9,Hazardous
0.9,-200.0,3.1,146.0,69.0,815.0,657.0,1166.0,1098.0,490.0,22.1,29.5,0.7761,69.9,Hazardous
0.9,-200.0,3.5,119.0,54.0,838.0,685.0,1176.0,1121.0,465.0,23.4,27.1,0.7681,54.9,Hazardous
2.7,-200.0,10.3,234.0,95.0,992.0,987.0,823.0,1327.0,781.0,23.1,27.0,0.7538,97.7,Hazardous
1.3,-200.0,5.8,142.0,81.0,919.0,802.0,891.0,1265.0,940.0,15.9,55.2,0.9881,82.3,Hazardous
1.0,-200.0,5.0,110.0,75.0,884.0,764.0,921.0,1247.0,900.0,14.9,58.9,0.9891,76.0,Hazardous
0.6,-200.0,3.4,104.0,64.0,820.0,674.0,1024.0,1188.0,790.0,14.0,62.6,0.9948,64.6,Hazardous
0.9,-200.0,5.6,179.0,71.0,894.0,794.0,889.0,1266.0,908.0,14.1,61.7,0.9844,71.9,Hazardous
1.8,-200.0,8.2,275.0,94.0,951.0,908.0,873.0,1314.0,904.0,19.7,40.2,0.9108,95.8,Hazardous
1.6,-200.0,8.3,252.0,95.0,917.0,910.0,886.0,1275.0,744.0,21.9,30.7,0.7961,96.6,Hazardous
1.9,-200.0,9.1,226.0,90.0,937.0,942.0,852.0,1276.0,773.0,22.3,29.5,0.7838,91.9,Hazardous
1.3,-200.0,6.8,157.0,90.0,897.0,849.0,891.0,1253.0,910.0,16.7,46.6,0.8793,91.3,Hazardous
1.0,-200.0,4.9,148.0,85.0,840.0,758.0,994.0,1189.0,829.0,17.1,46.8,0.9054,86.0,Hazardous
0.8,-200.0,3.5,105.0,73.0,802.0,680.0,1091.0,1137.0,756.0,15.3,51.9,0.8982,73.8,Hazardous
0.5,-200.0,2.8,141.0,74.0,765.0,637.0,1138.0,1113.0,742.0,15.0,52.8,0.8929,74.5,Hazardous
0.5,-200.0,2.2,107.0,61.0,748.0,595.0,1208.0,1089.0,677.0,12.8,59.8,0.8801,61.5,Hazardous
0.7,-200.0,3.9,166.0,69.0,791.0,704.0,1057.0,1154.0,748.0,11.9,62.7,0.8726,69.7,Hazardous
1.2,-200.0,7.3,241.0,82.0,875.0,871.0,890.0,1253.0,890.0,12.1,62.6,0.8825,83.2,Hazardous
1.1,-200.0,5.7,135.0,85.0,930.0,796.0,883.0,1263.0,977.0,18.6,49.1,1.0435,86.1,Hazardous
1.1,-200.0,5.9,146.0,86.0,929.0,805.0,879.0,1270.0,974.0,17.2,53.9,1.0498,87.1,Hazardous
0.9,-200.0,4.1,106.0,71.0,872.0,718.0,981.0,1223.0,872.0,16.3,56.8,1.047,71.9,Hazardous
0.5,-200.0,2.2,70.0,60.0,790.0,601.0,1150.0,1157.0,734.0,17.4,53.4,1.0541,60.5,Hazardous
0.4,-200.0,2.0,60.0,45.0,769.0,586.0,1221.0,1134.0,650.0,17.1,52.5,1.013,45.4,Hazardous
0.7,-200.0,4.0,92.0,53.0,852.0,713.0,1029.0,1203.0,749.0,15.2,58.3,0.9986,53.7,Hazardous
2.0,-200.0,13.4,277.0,94.0,1100.0,1097.0,739.0,1516.0,1106.0,14.9,59.2,0.9985,96.0,Hazardous
0.9,-200.0,5.7,108.0,79.0,947.0,798.0,869.0,1276.0,943.0,19.4,50.3,1.1201,79.9,Hazardous
1.6,-200.0,10.5,143.0,84.0,1180.0,997.0,677.0,1549.0,1127.0,22.1,61.3,1.6133,85.6,Hazardous
1.5,-200.0,9.0,147.0,87.0,1138.0,938.0,700.0,1500.0,1098.0,22.1,61.3,1.6053,88.5,Hazardous
1.7,-200.0,10.7,159.0,91.0,1192.0,1004.0,665.0,1577.0,1176.0,21.1,64.7,1.5956,92.7,Hazardous
1.9,-200.0,10.4,206.0,91.0,1176.0,993.0,659.0,1572.0,1178.0,20.3,66.4,1.5591,92.9,Hazardous
1.6,-200.0,9.7,140.0,74.0,1137.0,967.0,687.0,1557.0,1091.0,19.4,69.3,1.5418,75.6,Hazardous
1.3,-200.0,6.9,132.0,69.0,1035.0,851.0,764.0,1465.0,1002.0,19.0,70.8,1.5417,70.3,Hazardous
0.6,-200.0,3.0,81.0,54.0,904.0,655.0,968.0,1326.0,824.0,19.8,67.2,1.5322,54.6,Hazardous
0.7,-200.0,4.3,120.0,60.0,966.0,726.0,872.0,1371.0,892.0,19.0,70.3,1.5308,60.7,Hazardous
1.6,-200.0,9.8,279.0,69.0,1124.0,972.0,674.0,1568.0,1092.0,18.8,71.8,1.5372,70.6,Hazardous
2.9,-200.0,17.2,392.0,91.0,1348.0,1217.0,559.0,1816.0,1413.0,20.2,66.3,1.555,93.9,Hazardous
2.9,-200.0,15.3,267.0,87.0,1342.0,1157.0,572.0,1707.0,1195.0,28.6,37.6,1.4468,89.9,Hazardous
2.8,-200.0,16.5,326.0,92.0,1331.0,1194.0,559.0,1715.0,1477.0,22.3,57.1,1.5219,94.8,Hazardous
1.7,-200.0,11.0,209.0,73.0,1182.0,1016.0,658.0,1572.0,1210.0,21.8,58.2,1.5036,74.7,Hazardous
1.7,-200.0,10.8,183.0,60.0,1162.0,1008.0,658.0,1556.0,1160.0,20.9,61.3,1.4923,61.7,Hazardous
1.7,-200.0,9.6,165.0,60.0,1147.0,964.0,668.0,1517.0,1116.0,20.6,62.0,1.4827,61.7,Hazardous
1.2,-200.0,6.5,111.0,53.0,1040.0,836.0,762.0,1423.0,974.0,20.3,62.5,1.472,54.2,Hazardous
0.7,-200.0,3.6,67.0,47.0,920.0,688.0,920.0,1317.0,820.0,20.5,62.1,1.4771,47.7,Hazardous
0.8,-200.0,4.4,88.0,43.0,954.0,731.0,865.0,1360.0,839.0,18.2,70.3,1.4498,43.8,Hazardous
0.9,-200.0,5.5,147.0,47.0,981.0,790.0,817.0,1390.0,898.0,18.2,70.1,1.4552,47.9,Hazardous
1.7,-200.0,10.8,279.0,50.0,1147.0,1009.0,653.0,1589.0,1096.0,18.2,70.0,1.4519,51.7,Hazardous
5.7,-200.0,31.2,665.0,81.0,1606.0,1578.0,440.0,2205.0,1786.0,19.4,66.5,1.4801,86.7,Hazardous
4.3,-200.0,24.8,592.0,75.0,1490.0,1424.0,465.0,2033.0,1604.0,19.5,66.9,1.4999,79.3,Hazardous
3.9,-200.0,24.2,557.0,87.0,1473.0,1409.0,483.0,1984.0,1637.0,21.1,61.1,1.5056,90.9,Hazardous
2.9,-200.0,19.2,294.0,90.0,1354.0,1275.0,543.0,1799.0,1338.0,28.4,39.8,1.5191,92.9,Hazardous
2.3,-200.0,20.0,211.0,84.0,1352.0,1296.0,534.0,1846.0,1337.0,26.4,45.9,1.5572,86.3,Hazardous
1.5,-200.0,12.3,163.0,76.0,1221.0,1061.0,619.0,1615.0,1178.0,24.6,52.2,1.5951,77.5,Hazardous
1.5,-200.0,10.3,151.0,71.0,1230.0,990.0,652.0,1559.0,1111.0,24.0,54.4,1.6049,72.5,Hazardous
1.7,-200.0,9.6,167.0,71.0,1247.0,961.0,666.0,1569.0,1112.0,23.8,56.1,1.6298,72.7,Hazardous
1.6,-200.0,9.9,174.0,66.0,1217.0,975.0,665.0,1565.0,1109.0,22.3,60.6,1.608,67.6,Hazardous
1.3,-200.0,8.6,142.0,62.0,1158.0,923.0,673.0,1519.0,1072.0,21.9,61.5,1.5967,63.3,Hazardous
1.4,-200.0,7.3,155.0,58.0,1150.0,871.0,697.0,1502.0,1030.0,21.1,64.5,1.594,59.4,Hazardous
0.9,-200.0,5.1,96.0,48.0,1062.0,770.0,780.0,1450.0,922.0,21.3,63.9,1.5951,48.9,Hazardous
1.3,-200.0,7.8,154.0,53.0,1157.0,890.0,681.0,1549.0,1054.0,20.8,66.7,1.6201,54.3,Hazardous
1.3,-200.0,8.2,211.0,55.0,1167.0,907.0,681.0,1548.0,1082.0,20.6,67.5,1.621,56.3,Hazardous
2.9,-200.0,17.6,381.0,63.0,1403.0,1229.0,523.0,1872.0,1365.0,20.9,66.3,1.6165,65.9,Hazardous
3.2,-200.0,20.1,470.0,69.0,1453.0,1298.0,489.0,1940.0,1497.0,21.5,63.7,1.6186,72.2,Hazardous
3.4,-200.0,18.7,464.0,84.0,1455.0,1260.0,502.0,1868.0,1540.0,23.7,56.0,1.6238,87.4,Hazardous
3.6,-200.0,19.5,450.0,95.0,1512.0,1282.0,498.0,1899.0,1554.0,26.0,48.2,1.598,98.6,Hazardous
2.3,-200.0,13.0,274.0,80.0,1331.0,1082.0,588.0,1689.0,1252.0,28.5,42.4,1.6286,82.3,Hazardous
3.1,-200.0,18.2,306.0,87.0,1472.0,1246.0,512.0,1873.0,1455.0,28.1,45.3,1.6957,90.1,Hazardous
3.3,-200.0,16.2,308.0,94.0,1430.0,1187.0,539.0,1812.0,1339.0,29.0,43.9,1.7309,97.3,Hazardous
1.9,-200.0,11.0,186.0,76.0,1264.0,1016.0,624.0,1650.0,1062.0,28.9,44.3,1.7392,77.9,Hazardous
2.6,-200.0,15.9,238.0,92.0,1378.0,1177.0,548.0,1775.0,1266.0,29.6,42.3,1.7248,94.6,Hazardous
2.7,-200.0,14.2,249.0,94.0,1377.0,1123.0,578.0,1716.0,1223.0,29.4,42.9,1.7308,96.7,Hazardous
2.2,-200.0,11.2,266.0,83.0,1242.0,1022.0,630.0,1641.0,1139.0,24.8,56.4,1.7447,85.2,Hazardous
1.5,-200.0,8.9,158.0,62.0,1181.0,935.0,701.0,1565.0,960.0,24.9,56.0,1.7367,63.5,Hazardous
3.4,-200.0,15.2,319.0,89.0,1468.0,1155.0,565.0,1738.0,1293.0,24.5,57.5,1.7433,92.4,Hazardous
2.0,-200.0,11.9,223.0,74.0,1203.0,1046.0,621.0,1664.0,1103.0,23.9,59.2,1.7327,76.0,Hazardous
1.4,-200.0,8.1,107.0,52.0,1096.0,903.0,732.0,1560.0,857.0,23.8,60.2,1.7515,53.4,Hazardous
0.7,-200.0,3.7,56.0,39.0,952.0,695.0,910.0,1429.0,627.0,22.2,65.6,1.7355,39.7,Very Unhealthy
1.2,-200.0,6.3,163.0,59.0,1082.0,825.0,753.0,1526.0,930.0,21.3,69.1,1.7275,60.2,Hazardous
1.3,-200.0,7.7,187.0,56.0,1095.0,886.0,705.0,1574.0,1001.0,21.3,68.2,1.7127,57.3,Hazardous
1.1,-200.0,6.3,150.0,51.0,1049.0,826.0,765.0,1521.0,917.0,22.2,65.2,1.7256,52.1,Hazardous
1.0,-200.0,5.6,103.0,51.0,1055.0,795.0,807.0,1494.0,834.0,24.1,59.0,1.7449,52.0,Hazardous
